ItalianCuisine:
Name: MargheritaPizza, Price: 12.00, Category: Italian, Type: Veg, Ratings: 5.00, Total_ratings: 1
Name: CranberryJuice, Price: 5.00, Category: Drinks, Type: Veg, Ratings: 0.00, Total_ratings: 0
Name: Negroni, Price: 12.00, Category: Drinks, Type: NonVeg, Ratings: 0.00, Total_ratings: 0
Name: TomatoJuice, Price: 4.00, Category: Drinks, Type: Veg, Ratings: 0.00, Total_ratings: 0
Name: WhiskeySour, Price: 11.00, Category: Drinks, Type: NonVeg, Ratings: 0.00, Total_ratings: 0
Name: PineappleJuice, Price: 5.00, Category: Drinks, Type: Veg, Ratings: 0.00, Total_ratings: 0
Name: PinaColada, Price: 10.00, Category: Drinks, Type: NonVeg, Ratings: 0.00, Total_ratings: 0
Name: CoconutWater, Price: 4.00, Category: Drinks, Type: Veg, Ratings: 0.00, Total_ratings: 0
Name: LongIslandIcedTea, Price: 15.00, Category: Drinks, Type: NonVeg, Ratings: 0.00, Total_ratings: 0
Name: SparklingWater, Price: 3.00, Category: Drinks, Type: Veg, Ratings: 0.00, Total_ratings: 0
Name: Sangria, Price: 13.00, Category: Drinks, Type: NonVeg, Ratings: 0.00, Total_ratings: 0
